,Title,Developer(s),Publisher(s),Japan,North_America,PAL_region,Ref.,Realese_JP,Realese_North_America,Realese_PAL_region,Year_JP,Month_JP,Year_North_America,Month_North_America,Year_PAL,Month_PAL
1476,Super Smash TV,Beam Software,Acclaim Entertainment,"March 27, 1992",February 1992,"February 18, 1993",,1992-03-27,1992-02-01,1993-02-18,1992,3,1992,2,1993,2
1477,Super Soccer †•Super Formation SoccerJP,Human Entertainment,Nintendo,"December 13, 1991",May 1992,"June 4, 1992",,1991-12-13,1992-05-01,1992-06-04,1991,12,1992,5,1992,6
1478,Super Soccer Champ•Euro Football ChampEU•Hat Trick HeroJP,Taito,Taito,"March 27, 1992",June 1992,1992,,1992-03-27,1992-06-01,1992-01-01,1992,3,1992,6,1992,1
1479,Super Solitaire•Trump IslandJP,Beam Software,Extreme Entertainment GroupJP Pack-In-Video,"July 23, 1995",January 1994,Unreleased,,1995-07-23,1994-01-01,,1995,7,1994,1,,
1480,Super Soukoban,Thinking Rabbit,Pack-In-Video,"January 29, 1993",Unreleased,Unreleased,,1993-01-29,,,1993,1,,,,
1481,Super Star Wars,LucasArts / Sculptured Software,JVC Musical Industries,"December 18, 1992","November 1, 1992","April 2, 1993",,1992-12-18,1992-11-01,1993-04-02,1992,12,1992,11,1993,4
1482,Super Star Wars: The Empire Strikes Back,LucasArts / Sculptured Software,JVC Musical Industries,"December 17, 1993",October 1993,"February 24, 1994",,1993-12-17,1993-10-01,1994-02-24,1993,12,1993,10,1994,2
1483,Super Star Wars: Return of the Jedi,LucasArts / Sculptured Software,JVC Musical Industries,"June 23, 1995",October 1994,"March 30, 1995",,1995-06-23,1994-10-01,1995-03-30,1995,6,1994,10,1995,3
1484,Super Street Fighter II: The New Challengers †,Capcom,Capcom,"June 25, 1994","July 18, 1994",September 1994,,1994-06-25,1994-07-18,1994-09-01,1994,6,1994,7,1994,9
1485,Super Strike Eagle•F-15 Super Strike EagleJP,MicroProse,MicroProse,"November 26, 1993",March 1993,"November 25, 1993",,1993-11-26,1993-03-01,1993-11-25,1993,11,1993,3,1993,11
1486,Super Tekkyuu Fight!,Metro,Banpresto,"September 15, 1995",Unreleased,Unreleased,,1995-09-15,,,1995,9,,,,
1487,Super Tennis•Super Tennis World CircuitJP,Tokyo Shoseki,Nintendo,"August 30, 1991","November 2, 1991","June 4, 1992",,1991-08-30,1991-11-02,1992-06-04,1991,8,1991,11,1992,6
1488,Super Tetris 2 + Bombliss,Tose,Bullet-Proof Software,"December 18, 1992",Unreleased,Unreleased,,1992-12-18,,,1992,12,,,,
1489,Super Tetris 2 + Bombliss: Gentei-ban,Tose,Bullet-Proof Software,"January 21, 1994",Unreleased,Unreleased,,1994-01-21,,,1994,1,,,,
1490,Super Tetris 3,Tose,Bullet-Proof Software,"December 16, 1994",Unreleased,Unreleased,,1994-12-16,,,1994,12,,,,
1491,Super Troll Islands,Kemco,American Softworks,"March 25, 1994",February 1994,1994,,1994-03-25,1994-02-01,1994-01-01,1994,3,1994,2,1994,1
1492,Super Trump Collection,,Bottom Up,"April 21, 1995",Unreleased,Unreleased,,1995-04-21,,,1995,4,,,,
1493,Super Trump Collection 2,,Bottom Up,"July 19, 1996",Unreleased,Unreleased,,1996-07-19,,,1996,7,,,,
1494,Super Tsume Shougi 1000,,Bottom Up,"December 16, 1994",Unreleased,Unreleased,,1994-12-16,,,1994,12,,,,
1495,Super Turrican,Factor 5,Seika Corporation,"September 3, 1993",May 1993,1993,,1993-09-03,1993-05-01,1993-01-01,1993,9,1993,5,1993,1
1496,Super Turrican 2,Factor 5,Ocean Software,Unreleased,November 1995,1995,,,1995-11-01,1995-01-01,,,1995,11,1995,1
1497,Super Ultra Baseball 2,,Culture Brain,"July 28, 1994",Cancelled,Unreleased,,1994-07-28,,,1994,7,,,,
1498,Super Uno,,Tomy Corporation,"November 12, 1993",Unreleased,Unreleased,,1993-11-12,,,1993,11,,,,
1499,Super V.G.,TGL,TGL,"July 21, 1995",Unreleased,Unreleased,,1995-07-21,,,1995,7,,,,
1500,Super Valis IV•Red Moon Rising MaidenJP,Telenet Japan,Atlus,"March 27, 1992",February 1993,Unreleased,,1992-03-27,1993-02-01,,1992,3,1993,2,,
1501,Super Wagyan Land,Nova Games,Namco,"December 13, 1991",Unreleased,Unreleased,,1991-12-13,,,1991,12,,,,
1502,Super Wagyan Land 2,Nova Games,Namco,"March 25, 1993",Unreleased,Unreleased,,1993-03-25,,,1993,3,,,,
1503,Super Widget,Atlus,Atlus,Unreleased,September 1993,1993,,,1993-09-01,1993-01-01,,,1993,9,1993,1
1504,Super Wrestle Angels,,Imagineer,"December 16, 1994",Unreleased,Unreleased,,1994-12-16,,,1994,12,,,,
1505,Super Yakyuu Michi,Nippon Create,Banpresto,"January 26, 1996",Unreleased,Unreleased,,1996-01-26,,,1996,1,,,,
1506,Super Zugan: Hakotenjou Kara no Shoutaijou,,Electronic Arts Victor,"February 11, 1994",Unreleased,Unreleased,,1994-02-11,,,1994,2,,,,
1507,Super Zugan 2: Tsukanpo Fighter,,J-Wing,"December 30, 1994",Unreleased,Unreleased,,1994-12-30,,,1994,12,,,,
1508,Sutobasu Yarō Shō: 3 on 3 Basketball,KID,B-AI,"February 25, 1994",Unreleased,Unreleased,,1994-02-25,,,1994,2,,,,
1509,Sutte Hakkun,Nintendo,Nintendo,"June 25, 1999",Unreleased,Unreleased,,1999-06-25,,,1999,6,,,,
1510,Suzuka 8 Hours,Arc System Works,Namco,"October 15, 1993",May 1994,Unreleased,,1993-10-15,1994-05-01,,1993,10,1994,5,,
1511,SWAT Kats: The Radical Squadron,AIM,Hudson Soft,Unreleased,"August 21, 1995",Unreleased,,,1995-08-21,,,,1995,8,,
1512,Sword World SFC,,T&E Soft,"August 6, 1993",Unreleased,Unreleased,,1993-08-06,,,1993,8,,,,
1513,Sword World SFC 2,,T&E Soft,"July 15, 1994",Unreleased,Unreleased,,1994-07-15,,,1994,7,,,,
1514,Syndicate,Bullfrog Productions,Ocean Software,"May 19, 1995",December 1995,January 1995,,1995-05-19,1995-12-01,1995-01-01,1995,5,1995,12,1995,1
1515,Syvalion•SaibarionJP,Taito,Toshiba EMI (JP)JVC Musical Industries (NA/EU),"July 24, 1992",Cancelled,November 1992,,1992-07-24,,1992-11-01,1992,7,,,1992,11
1516,T2: The Arcade Game,Probe Entertainment,LJN,"February 25, 1994",February 1994,January 1994,,1994-02-25,1994-02-01,1994-01-01,1994,2,1994,2,1994,1
1517,Table Game Daishuugou! Shougi Mahjong Hanafuda,,Varie,"July 26, 1996",Unreleased,Unreleased,,1996-07-26,,,1996,7,,,,
1518,Tactical Soccer,Electronic Arts Victor,Electronic Arts Victor,"April 21, 1995",Unreleased,Unreleased,,1995-04-21,,,1995,4,,,,
1519,Tactics Ogre: Let Us Cling Together,Quest Corporation,Quest Corporation,"October 6, 1995",Unreleased,Unreleased,,1995-10-06,,,1995,10,,,,
1520,Tadaima Yuusha Boshuuchuu Okawari,Human Entertainment,Human Entertainment,"November 25, 1994",Unreleased,Unreleased,,1994-11-25,,,1994,11,,,,
1521,Taekwon-Do †,Human Club,Human Entertainment,"June 28, 1994",Unreleased,Unreleased,,1994-06-28,,,1994,6,,,,
1522,Taikou Rishinden,,Koei,"April 7, 1993",Unreleased,Unreleased,,1993-04-07,,,1993,4,,,,
1523,Taikyoku Igo: Goliath,,Bullet-Proof Software,"May 14, 1993",Unreleased,Unreleased,,1993-05-14,,,1993,5,,,,
1524,Taikyoku Igo: Idaten,,Bullet-Proof Software,"December 29, 1995",Unreleased,Unreleased,,1995-12-29,,,1995,12,,,,
1525,Take Yutaka G1 Memory,Gaps,Naxat Soft,"July 21, 1995",Unreleased,Unreleased,,1995-07-21,,,1995,7,,,,
1526,Takeda Nobuhiro no Super League Soccer,Tose,Jaleco,"November 25, 1994",Unreleased,Unreleased,,1994-11-25,,,1994,11,,,,
1527,Takemiya Masaki Kudan no Igo Taishou,,KSS,"August 11, 1995",Unreleased,Unreleased,,1995-08-11,,,1995,8,,,,
1528,Tales of Phantasia,Wolf Team,Namco,"December 15, 1995",Unreleased,Unreleased,,1995-12-15,,,1995,12,,,,
1529,Tamagotchi Town,Marigul,Bandai,"May 1, 1999",Unreleased,Unreleased,,1999-05-01,,,1999,5,,,,
1530,Tarot Mystery,Ukiyotei,Visit,"April 28, 1995",Unreleased,Unreleased,,1995-04-28,,,1995,4,,,,
1531,Taz-Mania,Visual Concepts,Sunsoft,Unreleased,May 1993,Unreleased,,,1993-05-01,,,,1993,5,,
1532,Tecmo Super Baseball,Tecmo,Tecmo,"October 28, 1994",September 1994,Unreleased,,1994-10-28,1994-09-01,,1994,10,1994,9,,
1533,Tecmo Super Bowl,Tecmo,Tecmo,"November 26, 1993",November 1993,Unreleased,,1993-11-26,1993-11-01,,1993,11,1993,11,,
1534,Tecmo Super Bowl II: Special Edition,Tecmo,Tecmo,"December 20, 1994",January 1995,Unreleased,,1994-12-20,1995-01-01,,1994,12,1995,1,,
1535,Tecmo Super Bowl III: Final Edition,Tecmo,Tecmo,"December 22, 1995",October 1995,Unreleased,,1995-12-22,1995-10-01,,1995,12,1995,10,,
1536,Tecmo Super NBA Basketball,Tecmo,Tecmo,"December 25, 1993",March 1993,1993,,1993-12-25,1993-03-01,1993-01-01,1993,12,1993,3,1993,1
1537,Teenage Mutant Ninja Turtles IV: Turtles in Time †•Teenage Mutant Hero Turtles IV: Turtles in TimeEU•Teenage Mutant Ninja Turtles: Turtles in TimeJP,Konami,Konami,"July 24, 1992","August 15, 1992","November 19, 1992",,1992-07-24,1992-08-15,1992-11-19,1992,7,1992,8,1992,11
1538,Teenage Mutant Ninja Turtles: Tournament Fighters•Teenage Mutant Hero Turtles: Tournament FightersEU•Teenage Mutant Ninja Turtles: Mutant WarriorsJP,Konami,Konami,"December 3, 1993",December 1993,December 1993,,1993-12-03,1993-12-01,1993-12-01,1993,12,1993,12,1993,12
1539,Tekichuu Keiba Juku,,Banpresto,"January 19, 1996",Unreleased,Unreleased,,1996-01-19,,,1996,1,,,,
1540,Tenchi Muyou! Game Hen,Banpresto,Banpresto,"October 27, 1995",Unreleased,Unreleased,,1995-10-27,,,1995,10,,,,
1541,Tenchi o Kurau: Sangokushi Gunyuuden,,Capcom,"August 11, 1995",Unreleased,Unreleased,,1995-08-11,,,1995,8,,,,
1542,Tengai Makyou Zero,Red Company,Hudson Soft,"December 22, 1995",Unreleased,Unreleased,,1995-12-22,,,1995,12,,,,
1543,Tengai Makyou Zero: Shounen Jump no Shou,Red Company,Hudson Soft,"December 22, 1995",Unreleased,Unreleased,,1995-12-22,,,1995,12,,,,
1544,Tenshi no Uta: Shiroki Tsubasa no Inori,,Nippon Telenet,"July 29, 1994",Unreleased,Unreleased,,1994-07-29,,,1994,7,,,,
1545,The Terminator,Mindscape,Mindscape,Unreleased,April 1993,1993,,,1993-04-01,1993-01-01,,,1993,4,1993,1
1546,Terminator 2: Judgment Day,Bits Studios,LJN,Unreleased,November 1993,1993,,,1993-11-01,1993-01-01,,,1993,11,1993,1
1547,Terranigma•Tenchi SouzouJP,Quintet,Enix (JP)Nintendo (EU),"October 20, 1995",Unreleased,"December 19, 1996",,1995-10-20,,1996-12-19,1995,10,,,1996,12
1548,Tetris & Dr. Mario †,Tose,Nintendo,Unreleased,December 1994,"July 27, 1995",,,1994-12-01,1995-07-27,,,1994,12,1995,7
1549,Tetris 2•Tetris FlashJP,Bullet-Proof Software,Nintendo,"July 8, 1994",August 1994,Unreleased,,1994-07-08,1994-08-01,,1994,7,1994,8,,
1550,Tetris Attack•Panel de PonJP,Intelligent Systems,Nintendo,"October 27, 1995","August 4, 1996","November 28, 1996",,1995-10-27,1996-08-04,1996-11-28,1995,10,1996,8,1996,11
1551,Tetris Battle Gaiden,Bullet-Proof Software,Bullet-Proof Software,"December 24, 1993",Unreleased,Unreleased,,1993-12-24,,,1993,12,,,,
1552,Tetsuwan Atom,Minato Giken,Zamuse,"February 18, 1994",Unreleased,Unreleased,,1994-02-18,,,1994,2,,,,
1553,Theme Park,Bullfrog Productions,Electronic Arts,"December 15, 1994",Cancelled,"November 11, 1994",,1994-12-15,,1994-11-11,1994,12,,,1994,11
1554,Thomas the Tank Engine & Friends,Software Creations,THQ,Unreleased,"September 30, 1993","August 2, 1993December 31, 1993",,,1993-09-30,,,,1993,9,,
1555,Thoroughbred Breeder,Hect,Hect,"August 27, 1993",Unreleased,Unreleased,,1993-08-27,,,1993,8,,,,
1556,Thoroughbred Breeder II,Hect,Hect,"June 8, 1994",Unreleased,Unreleased,,1994-06-08,,,1994,6,,,,
1557,Thoroughbred Breeder III,Hect,Hect,"October 18, 1996",Unreleased,Unreleased,,1996-10-18,,,1996,10,,,,
1558,Thunder Spirits,Technosoft,Seika Corporation,"December 27, 1991",June 1992,Unreleased,,1991-12-27,1992-06-01,,1991,12,1992,6,,
1559,Thunderbirds: Kokusai Kyuujotai Juudou Seyo!,Nova Games,Cobra Team,"September 10, 1993",Unreleased,Unreleased,,1993-09-10,,,1993,9,,,,
1560,The Tick,Software Creations,Fox Interactive,Unreleased,December 1994,Unreleased,,,1994-12-01,,,,1994,12,,
1561,Time Slip,Sales Curve Interactive,Vic Tokai,Unreleased,November 1993,1993,,,1993-11-01,1993-01-01,,,1993,11,1993,1
1562,Time Trax,Malibu Games,Malibu Games,Unreleased,April 1994,July 1994,,,1994-04-01,1994-07-01,,,1994,4,1994,7
1563,Timecop,Cryo Interactive,JVC Musical Industries,"February 17, 1995",April 1995,1996,,1995-02-17,1995-04-01,1996-01-01,1995,2,1995,4,1996,1
1564,Timon & Pumbaa's Jungle Games,Tiertex Design Studios,THQ,Unreleased,"November 30, 1997","March 26, 1998",,,1997-11-30,1998-03-26,,,1997,11,1998,3
1565,Tin Star,Software Creations,Nintendo,Unreleased,November 1994,Unreleased,,,1994-11-01,,,,1994,11,,
1566,Tintin in Tibet,Infogrames,Infogrames,Unreleased,Unreleased,"December 14, 1995",,,,1995-12-14,,,,,1995,12
1567,Tiny Toon Adventures: Buster Busts Loose! †,Konami,Konami,"December 18, 1992","February 16, 1993","June 24, 1993",,1992-12-18,1993-02-16,1993-06-24,1992,12,1993,2,1993,6
1568,Tiny Toon Adventures: Wacky Sports Challenge•Tiny Toon Adventures: Wild & Wacky SportsEU•Tiny Toon Adventures: Dotabata DaiundoukaiJP,Konami,Konami,"September 30, 1994",December 1994,"April 25, 1994",,1994-09-30,1994-12-01,1994-04-25,1994,9,1994,12,1994,4
1569,TKO Super Championship Boxing•Kentou-Ou World ChampionJP,Sting Entertainment,SOFEL,"April 28, 1992",October 1992,1993,,1992-04-28,1992-10-01,1993-01-01,1992,4,1992,10,1993,1
1570,TNN Bass Tournament of Champions•Larry Nixon's Super Bass FishingJP,American Softworks,American Softworks,"September 22, 1994",November 1994,Unreleased,,1994-09-22,1994-11-01,,1994,9,1994,11,,
1571,Todd McFarlane's Spawn: The Video Game,Ukiyotei,Acclaim Entertainment,Unreleased,October 1995,Unreleased,,,1995-10-01,,,,1995,10,,
1572,Tokimeki Memorial: Densetsu no Ki no Shita de,Konami,Konami,"February 9, 1996",Unreleased,Unreleased,,1996-02-09,,,1996,2,,,,
1573,Tokoro's Mahjong,Syscom,Vic Tokai,"September 23, 1994",Unreleased,Unreleased,,1994-09-23,,,1994,9,,,,
1574,Tom and Jerry,Riedel Software Productions,Hi Tech Expressions,"June 25, 1993",April 1993,1993,,1993-06-25,1993-04-01,1993-01-01,1993,6,1993,4,1993,1
1575,Tommy Moe's Winter Extreme: Skiing & Snowboarding•Val d'Isere ChampionshipEU•Ski Paradise with SnowboardJP,Loriciel,Electro Brain,"December 16, 1994",June 1994,"April 28, 1994",,1994-12-16,1994-06-01,1994-04-28,1994,12,1994,6,1994,4
1576,Tony Meola's Sidekicks Soccer•Super CopaBR•World SoccerEU•Ramos' World Wide SoccerJP,Sculptured Software,Electro Brain,"February 25, 1994",November 1993,1994,,1994-02-25,1993-11-01,1994-01-01,1994,2,1993,11,1994,1
1577,Top Gear•Top RacerJP,Gremlin Interactive,Kemco,"March 27, 1992","April 16, 1992","November 19, 1992",,1992-03-27,1992-04-16,1992-11-19,1992,3,1992,4,1992,11
1578,Top Gear 2•Top Racer 2JP,Gremlin Interactive,Kemco,"December 22, 1993","August 8, 1993",1993,,1993-12-22,1993-08-08,1993-01-01,1993,12,1993,8,1993,1
1579,Top Gear 3000•The Planet's Champ TG3000JP,Gremlin Interactive,Kemco,"April 28, 1995",February 1995,1995,,1995-04-28,1995-02-01,1995-01-01,1995,4,1995,2,1995,1
1580,Top Management II,,Koei,"February 11, 1994",Unreleased,Unreleased,,1994-02-11,,,1994,2,,,,
1581,Toride,Metro,Takara,"December 9, 1994",Unreleased,Unreleased,,1994-12-09,,,1994,12,,,,
1582,Torneko no Daibōken: Fushigi no Dungeon,Chunsoft,Chunsoft,"September 19, 1993",Unreleased,Unreleased,,1993-09-19,,,1993,9,,,,
1583,Total Carnage,Black Pearl Software,Malibu Games,Unreleased,November 1993,1993,,,1993-11-01,1993-01-01,,,1993,11,1993,1
1584,Tottemo! Luckyman: Lucky Cookie Roulette Assault!!,,Bandai,"June 30, 1995",Unreleased,Unreleased,,1995-06-30,,,1995,6,,,,
1585,Touge Densetsu: Saisoku Battle,Lenar,Bullet-Proof Software,"March 15, 1996",Unreleased,Unreleased,,1996-03-15,,,1996,3,,,,
1586,Tower Dream,C-Lab,ASCII,"October 25, 1996",Unreleased,Unreleased,,1996-10-25,,,1996,10,,,,
1587,Toy Story•Disney's Toy Story,Traveller's Tales,Disney Interactive,"April 26, 1996",December 1995,"April 25, 1996",,1996-04-26,1995-12-01,1996-04-25,1996,4,1995,12,1996,4
1588,Toys,Imagineering,Absolute Entertainment,Unreleased,April 1993,Unreleased,,,1993-04-01,,,,1993,4,,
1589,Traverse: Starlight & Prairie,Pandora Box,Banpresto,"June 28, 1996",Unreleased,Unreleased,,1996-06-28,,,1996,6,,,,
1590,Treasure Hunter G,Sting Entertainment,Square,"May 24, 1996",Unreleased,Unreleased,,1996-05-24,,,1996,5,,,,
1591,Trials of Mana †•Seiken Densetsu 3JP,Square,Square,"September 30, 1995",Unreleased,Unreleased,,1995-09-30,,,1995,9,,,,
1592,Trinea,Japan Art Media,Yanoman,"October 1, 1993",Unreleased,Unreleased,,1993-10-01,,,1993,10,,,,
1593,Troddlers,Atod,Seika Corporation,Unreleased,October 1993,1993,,,1993-10-01,1993-01-01,,,1993,10,1993,1
1594,Troy Aikman NFL Football,Leland Interactive Media,Tradewest,Unreleased,August 1994,Unreleased,,,1994-08-01,,,,1994,8,,
1595,True Golf: Wicked 18•Devil's CourseJP,T&E Software,Bullet-Proof Software,"March 5, 1993",October 1993,Unreleased,,1993-03-05,1993-10-01,,1993,3,1993,10,,
1596,True Golf Classics: Pebble Beach Golf Links•Pebble Beach no HatouJP,T&E Software,T&E Software,"April 10, 1992",April 1992,1992,,1992-04-10,1992-04-01,1992-01-01,1992,4,1992,4,1992,1
1597,True Golf Classics: Waialae Country Club•New 3D Golf Simulation: Waialae no KisekiJP,T&E Software,T&E Software,"September 18, 1992",November 1991,Unreleased,,1992-09-18,1991-11-01,,1992,9,1991,11,,
1598,True Lies,Beam Software,LJN,"April 28, 1995",February 1995,"June 29, 1995",,1995-04-28,1995-02-01,1995-06-29,1995,4,1995,2,1995,6
1599,Tsukikomori,Pandora Box,Banpresto,"March 1, 1996",Unreleased,Unreleased,,1996-03-01,,,1996,3,,,,
1600,Tsuppari Ōzumō: Risshin Shusse Hen,Tecmo,Tecmo,"March 26, 1993",Unreleased,Unreleased,,1993-03-26,,,1993,3,,,,
1601,Tsuri Tarou,,Pack-In-Video,"July 8, 1994",Unreleased,Unreleased,,1994-07-08,,,1994,7,,,,
1602,Tsuyoshi Shikkari Shinasai: Taisen Puzzle-dama,,Konami,"November 18, 1994",Unreleased,Unreleased,,1994-11-18,,,1994,11,,,,
1603,Tuff E Nuff•Dead DanceJP,Jaleco,Jaleco,"March 26, 1993",September 1993,1993,,1993-03-26,1993-09-01,1993-01-01,1993,3,1993,9,1993,1
1604,Turf Hero,,Tecmo,"March 21, 1995",Unreleased,Unreleased,,1995-03-21,,,1995,3,,,,
1605,Turf Memories,,BEC,"February 24, 1995",Unreleased,Unreleased,,1995-02-24,,,1995,2,,,,
1606,Turn and Burn: No-Fly Zone•Super DogfightJP,Absolute Entertainment,Absolute Entertainment,"June 24, 1994",February 1994,"August 8, 1994",,1994-06-24,1994-02-01,1994-08-08,1994,6,1994,2,1994,8
1607,The Twisted Tales of Spike McFang•Chou Makai Taisen!: DorabocchanJP,Red Company,Bullet-Proof Software,"March 19, 1994",June 1994,Unreleased,,1994-03-19,1994-06-01,,1994,3,1994,6,,
1608,U.N. Squadron †•Area 88JP,Capcom,Capcom,"July 26, 1991",September 1991,December 1992,,1991-07-26,1991-09-01,1992-12-01,1991,7,1991,9,1992,12
1609,Uchū no Kishi: Tekkaman Blade,A.I.,BEC,"July 30, 1993",Unreleased,Unreleased,,1993-07-30,,,1993,7,,,,
1610,Uchuu Race: Astro Go! Go!,KAZe,Meldac,"February 25, 1994",Cancelled,Unreleased,,1994-02-25,,,1994,2,,,,
1611,UFO Kamen Yakisoban: Kettler no Kuroi Inbō,KID,Den'Z,"October 14, 1994",Unreleased,Unreleased,,1994-10-14,,,1994,10,,,,
1612,Ugoku E Ver. 2.0: Aryol,,Altron,"August 5, 1994",Unreleased,Unreleased,,1994-08-05,,,1994,8,,,,
1613,Ultima: Kyouryuu Teikoku,Origin Systems,Pony Canyon,"July 28, 1995",Unreleased,Unreleased,,1995-07-28,,,1995,7,,,,
1614,Ultima: Runes of Virtue II•Ultima Gaiden: Kuro Kishi no InbouJP,Origin Systems,FCI,"June 17, 1994",November 1994,Unreleased,,1994-06-17,1994-11-01,,1994,6,1994,11,,
1615,Ultima VI: The False Prophet,"Infinity Co., Ltd",FCI,"April 3, 1992",April 1994,Unreleased,,1992-04-03,1994-04-01,,1992,4,1994,4,,
1616,Ultima VII: The Black Gate,Origin Systems,FCI,"November 18, 1994",November 1994,Unreleased,,1994-11-18,1994-11-01,,1994,11,1994,11,,
1617,Ultimate Fighter•Hiryuu no Ken S: Golden FighterJP,Culture Brain,Culture Brain,"July 31, 1992",June 1994,Unreleased,,1992-07-31,1994-06-01,,1992,7,1994,6,,
1618,Ultimate Mortal Kombat 3,Avalanche Software,Williams Entertainment,Unreleased,"June 26, 1996","November 28, 1996",,,1996-06-26,1996-11-28,,,1996,6,1996,11
1619,Ultra Baseball Jitsumeiban,Culture Brain,Culture Brain,"August 28, 1992",Unreleased,Unreleased,,1992-08-28,,,1992,8,,,,
1620,Ultra Baseball Jitsumeiban 2,Culture Brain,Culture Brain,"December 22, 1994",Unreleased,Unreleased,,1994-12-22,,,1994,12,,,,
1621,Ultra Baseball Jitsumeiban 3,Culture Brain,Culture Brain,"October 27, 1995",Unreleased,Unreleased,,1995-10-27,,,1995,10,,,,
1622,Ultra League: Moero! Soccer Daikessen!!,Tom Create,Yutaka,"July 28, 1995",Unreleased,Unreleased,,1995-07-28,,,1995,7,,,,
1623,Ultra Seven,BEC,Bandai,"March 26, 1993",Unreleased,Unreleased,,1993-03-26,,,1993,3,,,,
1624,Ultraman: Towards the Future•Ultraman JP,BEC,Bandai,"April 6, 1991","October 19, 1991",Unreleased,,1991-04-06,1991-10-19,,1991,4,1991,10,,
1625,Umi no Nushi Tsuri,,Pack-In-Video,"July 19, 1996",Unreleased,Unreleased,,1996-07-19,,,1996,7,,,,
1626,Umizuri Meijin: Suzuki Hen,A-Wave,Electronic Arts Victor,"December 16, 1994",Unreleased,Unreleased,,1994-12-16,,,1994,12,,,,
1627,Umihara Kawase,Atelier Double,TNN,"December 23, 1994",Unreleased,Unreleased,,1994-12-23,,,1994,12,,,,
1628,Uncharted Waters•Daikoukai JidaiJP,Koei,Koei,"August 5, 1992",January 1993,Unreleased,,1992-08-05,1993-01-01,,1992,8,1993,1,,
1629,Uncharted Waters: New Horizons•Super Daikoukai JidaiJP,Koei,Koei,"February 25, 1994",October 1994,Unreleased,,1994-02-25,1994-10-01,,1994,2,1994,10,,
1630,Undercover Cops,,Varie,"March 9, 1995",Cancelled,Unreleased,,1995-03-09,,,1995,3,,,,
1631,Uniracers•UnirallyEU,DMA Design,Nintendo,Unreleased,December 1994,"April 27, 1995",,,1994-12-01,1995-04-27,,,1994,12,1995,4
